EmployeeNumber,EmployeeName,Department,JobRole,Attrition_Prob,Risk,occupation_title,gap_count,skill_gap,recommendation
645,Neha Shah (645),Sales,Sales Representative,0.626,HIGH,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,"Critical Thinking, Microsoft Office software",Priority: Critical Thinking -> Structured Problem Solving workshop
647,Jonas Gupta,Research & Development,Laboratory Technician,0.795,HIGH,Chemical Technicians,2,"Critical Thinking, Microsoft Outlook",Priority: Critical Thinking -> Structured Problem Solving workshop
648,Tariq Singh,Sales,Sales Representative,0.938,HIGH,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,"Microsoft Office software, Reading Comprehension",Priority: Microsoft Office software -> Microsoft Office Essentials
649,Camila Liu,Research & Development,Research Scientist,0.332,MEDIUM,Natural Sciences Managers,2,"Active Listening, Microsoft Excel",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
650,Anthony Allen (650),Sales,Sales Executive,0.429,MEDIUM,Sales Managers,3,"Active Listening, Microsoft Excel, Microsoft PowerPoint",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
652,Carol Jackson,Research & Development,Laboratory Technician,0.681,HIGH,Chemical Technicians,2,"Active Listening, Writing",Priority: Active Listening -> Active Listening for Managers
653,Omar Hassan,Sales,Sales Executive,0.041,LOW,Sales Managers,3,"Microsoft Excel, Microsoft Outlook, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
655,Sanjay Nguyen (655),Research & Development,Research Scientist,0.071,LOW,Natural Sciences Managers,3,"Critical Thinking, Reading Comprehension, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
656,Sofia Hernandez,Sales,Sales Executive,0.651,HIGH,Sales Managers,4,"Active Learning, Active Listening, Microsoft PowerPoint, Speaking",Priority: Active Listening -> Active Listening for Managers
657,Liu Khan (657),Research & Development,Research Scientist,0.334,MEDIUM,Natural Sciences Managers,1,Writing,Priority: Writing -> Business Writing Essentials
659,Anthony Thomas,Research & Development,Healthcare Representative,0.019,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",5,"Active Learning, Active Listening, Microsoft Excel, Microsoft Outlook, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
661,Nguyen Farooq,Research & Development,Research Director,0.054,LOW,Natural Sciences Managers,4,"Microsoft Office software, Monitoring, Reading Comprehension, Science",Priority: Microsoft Office software -> Microsoft Office Essentials
662,Mary Lee,Research & Development,Research Scientist,0.26,LOW,Natural Sciences Managers,4,"Microsoft Office software, Monitoring, Reading Comprehension, Writing",Priority: Microsoft Office software -> Microsoft Office Essentials
663,Klara Kumar,Research & Development,Laboratory Technician,0.663,HIGH,Chemical Technicians,4,"Active Listening, Critical Thinking, Microsoft Office software, Microsoft Outlook",Priority: Critical Thinking -> Structured Problem Solving workshop
664,Wei Young,Research & Development,Manager,0.18,LOW,General and Operations Managers,2,"Microsoft Office software, Monitoring",Priority: Microsoft Office software -> Microsoft Office Essentials
665,Camila Allen,Human Resources,Human Resources,0.301,MEDIUM,Human Resources Specialists,4,"Active Learning, Critical Thinking, Microsoft Excel, Microsoft Office software",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
666,Amanda Jackson,Sales,Sales Representative,0.572,MEDIUM,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",2,"Active Learning, Active Listening",Priority: Active Listening -> Active Listening for Managers
667,Michael Novak,Sales,Sales Representative,0.383,MEDIUM,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",4,"Active Listening, Reading Comprehension, Salesforce software, Speaking",Priority: Active Listening -> Active Listening for Managers
669,Sergei Ali,Sales,Sales Representative,0.893,HIGH,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",4,"Active Listening, Critical Thinking, Salesforce software, Writing",Priority: Critical Thinking -> Structured Problem Solving workshop
671,Charles Adams,Research & Development,Manager,0.063,LOW,General and Operations Managers,3,"Active Listening, Monitoring, Speaking",Priority: Active Listening -> Active Listening for Managers
675,George Kumar,Research & Development,Research Scientist,0.139,LOW,Natural Sciences Managers,4,"Active Listening, Microsoft Excel, Microsoft PowerPoint, Science",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
677,Kimberly Martinez,Sales,Sales Executive,0.168,LOW,Sales Managers,5,"Active Learning, Active Listening, Critical Thinking, Monitoring, Speaking",Priority: Critical Thinking -> Structured Problem Solving workshop
679,Melissa Hassan,Research & Development,Research Scientist,0.412,MEDIUM,Natural Sciences Managers,3,"Active Listening, Critical Thinking, Monitoring",Priority: Critical Thinking -> Structured Problem Solving workshop
680,Wang Young,Research & Development,Research Scientist,0.278,LOW,Natural Sciences Managers,4,"Active Listening, Critical Thinking, Microsoft Excel, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
682,Neha Rahman,Sales,Sales Executive,0.283,LOW,Sales Managers,3,"Active Learning, Microsoft Office software, Microsoft PowerPoint",Priority: Microsoft Office software -> Microsoft Office Essentials
683,Zhang Yang,Research & Development,Research Scientist,0.044,LOW,Natural Sciences Managers,1,Microsoft Excel,Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
684,Carol Garcia,Sales,Sales Executive,0.655,HIGH,Sales Managers,3,"Microsoft Excel, Microsoft PowerPoint, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
686,Pooja Davis,Research & Development,Laboratory Technician,0.49,MEDIUM,Chemical Technicians,3,"Active Listening, Microsoft Outlook, Writing",Priority: Active Listening -> Active Listening for Managers
689,John Clark,Research & Development,Manufacturing Director,0.076,LOW,Industrial Production Managers,4,"Learning Strategies, Microsoft Excel, Microsoft Outlook, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
690,Patricia Farooq,Sales,Sales Executive,0.304,MEDIUM,Sales Managers,1,Active Learning,Priority: Active Learning -> Learning How to Learn
691,Donald Wright,Research & Development,Research Scientist,0.383,MEDIUM,Natural Sciences Managers,2,"Microsoft Office software, Writing",Priority: Microsoft Office software -> Microsoft Office Essentials
692,Choi Green,Research & Development,Healthcare Representative,0.039,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",5,"Active Learning, Microsoft Excel, Reading Comprehension, Salesforce software, Speaking",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
698,Kenneth Nair,Human Resources,Human Resources,0.417,MEDIUM,Human Resources Specialists,2,"Microsoft Excel, Reading Comprehension",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
699,Michael Lopez,Research & Development,Manufacturing Director,0.392,MEDIUM,Industrial Production Managers,2,"Active Listening, Microsoft PowerPoint",Priority: Active Listening -> Active Listening for Managers
700,Klara Anderson,Research & Development,Research Scientist,0.399,MEDIUM,Natural Sciences Managers,4,"Microsoft Excel, Monitoring, Science, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
701,Piotr Khan,Research & Development,Research Scientist,0.462,MEDIUM,Natural Sciences Managers,1,Writing,Priority: Writing -> Business Writing Essentials
702,Carol Lopez,Research & Development,Research Scientist,0.938,HIGH,Natural Sciences Managers,4,"Active Listening, Microsoft Excel, Microsoft PowerPoint, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
704,Diego Iyer (704),Research & Development,Laboratory Technician,0.188,LOW,Chemical Technicians,3,"Microsoft Outlook, Monitoring, Reading Comprehension",Priority: Reading Comprehension -> Business Writing & Comprehension
705,Patricia Chen,Research & Development,Research Scientist,0.194,LOW,Natural Sciences Managers,3,"Active Listening, Microsoft Excel, Microsoft PowerPoint",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
707,Susan Perez,Sales,Sales Executive,0.082,LOW,Sales Managers,2,"Active Listening, Microsoft Outlook",Priority: Active Listening -> Active Listening for Managers
709,Michelle White,Sales,Sales Executive,0.153,LOW,Sales Managers,2,"Microsoft Office software, Microsoft Outlook",Priority: Microsoft Office software -> Microsoft Office Essentials
710,Jonas Harris,Research & Development,Research Scientist,0.038,LOW,Natural Sciences Managers,4,"Active Listening, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension",Priority: Active Listening -> Active Listening for Managers
712,Yuki Sanchez,Sales,Sales Executive,0.095,LOW,Sales Managers,4,"Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Reading Comprehension",Priority: Microsoft Office software -> Microsoft Office Essentials
714,George Scott,Sales,Sales Executive,0.131,LOW,Sales Managers,3,"Critical Thinking, Microsoft Outlook, Microsoft PowerPoint",Priority: Critical Thinking -> Structured Problem Solving workshop
715,Kenneth Lopez,Research & Development,Research Scientist,0.121,LOW,Natural Sciences Managers,4,"Active Listening, Microsoft Excel, Reading Comprehension, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
716,Zara White,Research & Development,Laboratory Technician,0.131,LOW,Chemical Technicians,1,Science,Priority: Science -> Domain Science Fundamentals (role-specific)
717,Elizabeth Ibrahim (717),Research & Development,Healthcare Representative,0.143,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",3,"Salesforce software, Speaking, Writing",Priority: Writing -> Business Writing Essentials
720,Barbara Nelson,Sales,Sales Executive,0.955,HIGH,Sales Managers,4,"Active Learning, Critical Thinking, Microsoft Office software, Microsoft PowerPoint",Priority: Critical Thinking -> Structured Problem Solving workshop
721,Amit Roberts,Research & Development,Healthcare Representative,0.181,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",4,"Microsoft Excel, Microsoft Outlook, Speaking, Writing",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
722,Anthony Rossi,Sales,Sales Executive,0.129,LOW,Sales Managers,3,"Microsoft Excel, Microsoft PowerPoint, Monitoring",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
723,Wang Brown,Sales,Sales Executive,0.709,HIGH,Sales Managers,4,"Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Monitoring",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
724,Donna Martin,Research & Development,Healthcare Representative,0.017,LOW,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",5,"Active Learning, Active Listening, Microsoft Office software, Reading Comprehension, Speaking",Priority: Active Listening -> Active Listening for Managers
725,Linda Novak,Research & Development,Manufacturing Director,0.085,LOW,Industrial Production Managers,3,"Learning Strategies, Microsoft Excel, Monitoring",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
727,Ananya Scott,Research & Development,Research Director,0.01,LOW,Natural Sciences Managers,3,"Active Listening, Microsoft PowerPoint, Writing",Priority: Active Listening -> Active Listening for Managers
728,Susan Baker (728),Sales,Sales Executive,0.1,LOW,Sales Managers,1,Microsoft Outlook,Priority: Microsoft Outlook -> Effective Email & Calendar Management
729,Jessica Hall,Sales,Sales Executive,0.665,HIGH,Sales Managers,2,"Active Listening, Reading Comprehension",Priority: Active Listening -> Active Listening for Managers
730,Aisha Lopez (730),Research & Development,Research Director,0.002,LOW,Natural Sciences Managers,4,"Critical Thinking, Microsoft Office software, Microsoft PowerPoint, Reading Comprehension",Priority: Critical Thinking -> Structured Problem Solving workshop
731,Emily Mitchell (731),Human Resources,Manager,0.408,MEDIUM,General and Operations Managers,3,"Microsoft Office software, Microsoft PowerPoint, Speaking",Priority: Microsoft Office software -> Microsoft Office Essentials
732,Christopher Chen,Sales,Sales Executive,0.709,HIGH,Sales Managers,2,"Critical Thinking, Microsoft Office software",Priority: Critical Thinking -> Structured Problem Solving workshop
733,Tran Moore (733),Research & Development,Manufacturing Director,0.151,LOW,Industrial Production Managers,5,"Critical Thinking, Microsoft Excel, Microsoft Outlook, Reading Comprehension, Speaking",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
734,Anna Thompson,Human Resources,Manager,0.078,LOW,General and Operations Managers,2,"Microsoft Excel, Microsoft PowerPoint",Priority: Microsoft Excel -> Excel for Business Analysis (internal LMS)
